,id,title,series,author,rating_count,review_count,number_of_pages,date_published,publisher,genre,isbn,description,awards,rating
4872,25632020,Kentucky Bloodbath: Ten Bizarre Tales of Murder from the Bluegrass State,Single,Kevin M. Sullivan,193.0,21.0,109.0,2015.0,WildBlue Press,Crime-True Crime,0,2912,0,3.65
4873,22253779,The Chimp and the River: How AIDS Emerged from an African Forest,Single,David Quammen,836.0,93.0,176.0,2015.0,W. W. Norton  Company,Nonfiction,1,1212,0,4.16
4874,331680,Programming the Universe: A Quantum Computer Scientist Takes on the Cosmos,Single,Seth Lloyd,1964.0,101.0,240.0,2006.0,Knopf,Science,1,1579,0,4.02
4876,19351043,Nimona,Single,Noelle Stevenson,129719.0,12779.0,272.0,2015.0,Harper Collins,Sequential Art,0,1605,13,4.12
4877,764861,Skin Hunger,A Resurrection of Magic,Kathleen Duey,3641.0,557.0,357.0,2007.0,Atheneum Books,Fantasy,1,1788,2,3.77
4878,293724,The Lottery,Single,Beth Goobie,675.0,84.0,224.0,2006.0,Faber Childrens,Young Adult,1,1075,0,3.4
4879,17934642,Can't and Won't,Single,Lydia Davis,4439.0,635.0,289.0,2014.0,"Farrar, Straus and Giroux",Short Stories,1,1584,0,3.6
4880,1082088,Mistress Bradstreet: The Untold Life of America's First Poet,Single,Charlotte Gordon,184.0,35.0,352.0,2005.0,"Little, Brown and Company",Autobiography-Memoir,1,1328,1,3.96
4881,1920089,The Wise Heart: A Guide to the Universal Teachings of Buddhist Psychology,Single,Jack Kornfield,7725.0,291.0,429.0,2008.0,Bantam,Religion,1,1765,0,4.18
4882,22551083,Adams Erbe,Single,Astrid Rosenfeld,456.0,39.0,384.0,2013.0,Diogenes,Literature,1,330,1,4.06
4884,13604611,The Revised Fundamentals of Caregiving,Single,Jonathan Evison,9898.0,1439.0,278.0,2012.0,Algonquin Books of Chapel Hill,Fiction,1,783,0,3.77
4885,10807928,Harbor,Single,John Ajvide Lindqvist,6916.0,728.0,500.0,2011.0,Thomas Dunne Books,Horror,1,1219,0,3.66
4886,324037,"The Haitian Trilogy: Plays: Henri Christophe, Drums and Colours, and The Haytian Earth",Single,Derek Walcott,26.0,2.0,448.0,2002.0,"Farrar, Straus and Giroux",Plays,1,1615,0,3.81
4887,289166,Be My Enemy,Jack Parlabane,Christopher Brookmyre,2632.0,103.0,390.0,2005.0,Abacus Software,Mystery,1,1407,0,4.12
4888,8504102,Come on All You Ghosts,Single,Matthew Zapruder,1118.0,94.0,122.0,2010.0,Copper Canyon Press,Poetry,1,1264,1,3.91
4889,403846,Caliban and the Witch,Single,Silvia Federici,6017.0,585.0,285.0,2004.0,Autonomedia,Feminism,1,1006,0,4.54
4890,23316545,"Indonesia, Etc: Exploring the Improbable Nation",Single,Elizabeth Pisani,2376.0,359.0,416.0,2015.0,W. W. Norton  Company,Nonfiction,1,762,1,4.19
4891,52408,Queenpin,Single,Megan Abbott,6554.0,452.0,180.0,2007.0,Simon  Schuster,Mystery,1,1079,3,3.82
4894,13630372,Sangre en el ojo,Single,Lina Meruane,1463.0,255.0,176.0,2012.0,Eterna Cadencia,Fiction,1,1372,1,3.85
4895,20751465,The King of Shanghai,Ava Lee,Ian  Hamilton,886.0,90.0,384.0,2015.0,Spiderline,Fiction,1,1079,0,3.93
4896,30091914,Human Acts,Single,Han Kang,18700.0,3034.0,218.0,2017.0,Hogarth Press,Fiction,1,1436,2,4.2
4897,19018814,Us Minus Mum,Single,Heather Butler,88.0,17.0,304.0,2014.0,"Little, Brown Books for Kids",Childrens,1,843,0,4.19
4898,12959658,Calling Invisible Women,Single,Jeanne Ray,5997.0,1294.0,246.0,2012.0,Crown,Fiction,1,1396,0,3.42
4899,22609522,"Red Notice: A True Story of High Finance, Murder, and One Man's Fight for Justice",Single,Bill Browder,62803.0,5407.0,380.0,2015.0,Simon  Schuster,Nonfiction,1,1976,1,4.41
4900,23287160,The Ultimatum,Jeremy Fisk,Dick Wolf,1319.0,188.0,341.0,2015.0,William Morrow,Thriller,1,1717,0,3.81
4901,18051573,Nor Will He Sleep,Inspector McLevy,David Ashton,215.0,18.0,288.0,2013.0,Birlinn Ltd,Mystery,1,927,0,4.24
4902,10629813,School Choice: How Parents Negotiate the New School Market in Australia,Single,Craig Campbell,4.0,2.0,216.0,2009.0,Allen  Unwin,None,1,1551,0,4.5
4904,28962906,Stalking Jack the Ripper,Stalking Jack the Ripper,Kerri Maniscalco,85819.0,14705.0,327.0,2016.0,Jimmy Patterson,Historical,1,1338,0,3.98
4905,31434269,Here I Am,Single,Jonathan Safran Foer,24265.0,2970.0,571.0,2016.0,Hamish Hamilton,Fiction,1,1981,2,3.64
4906,272651,Bushwhacked Bride,Bushwhacked in Time,Eugenia Riley,198.0,31.0,394.0,2004.0,Love Spell,Science Fiction,1,1317,0,3.76
4907,34743888,The Universe Is Expanding and So Am I,Virginia Shreves,Carolyn Mackler,1107.0,230.0,304.0,2018.0,Bloomsbury USA Childrens,Young Adult,1,1534,0,3.88
4908,27276220,Darktown,Darktown,Thomas Mullen,7477.0,1139.0,373.0,2016.0,37 Ink,Historical,1,2723,1,4.02
4909,14569975,The Lighthouse,Single,Alison Moore,4690.0,684.0,184.0,2012.0,Salt Publishing,Fiction,1,922,2,3.37
4910,18913341,Violation,The Mystic Saga,Scott McElhaney,215.0,10.0,94.0,2012.0,Superluminal,None,0,1140,0,3.8
4912,16205594,"The Complete Calvin & Hobbes, Volume 1",Cofanetto completo di Calvin & Hobbes,Bill Watterson,242.0,12.0,491.0,2012.0,Franco Cosimo Panini,Sequential Art,1,0,0,4.71
4913,24044141,The Improbability of Love,Single,Hannah Rothschild,13631.0,1751.0,408.0,2015.0,Knopf,Fiction,1,1235,2,3.68
4914,1648212,God's Undertaker: Has Science Buried God?,Single,John C. Lennox,1563.0,171.0,192.0,2007.0,Lion Hudson,Science,1,747,0,4.26
4915,28116739,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",Single,Peter Godfrey-Smith,15601.0,1870.0,257.0,2016.0,"Farrar, Straus and Giroux",Nonfiction,1,2841,2,3.86
4916,43454385,The Revisioners,Single,Margaret Wilkerson Sexton,5365.0,654.0,280.0,2019.0,Counterpoint,Fiction,1,1441,3,3.8
4917,20774874,Apples of New England: A User's Guide,Single,Russell  Powell,10.0,2.0,224.0,2014.0,Countryman Press,Nonfiction,1,1169,0,4.1
4919,25731154,Dynasty: The Rise and Fall of the House of Caesar,Single,Tom Holland,3512.0,372.0,482.0,2015.0,"Little, Brown",History,1,1419,0,4.13
4920,7429046,Min kamp 2,Min kamp,Karl Ove Knausgård,17296.0,1388.0,563.0,2009.0,Forlaget Oktober AS,Fiction,0,2051,5,4.32
4921,22237290,"Hawkeye, Volume 4: Rio Bravo",Hawkeye (2012-2016) (Collected Editions),Matt Fraction,8200.0,682.0,160.0,2015.0,Marvel,Sequential Art,1,1082,2,4.33
4922,1886551,Tobruk,Single,Peter FitzSimons,772.0,71.0,580.0,2006.0,HarperCollins Publishers,History,1,1799,1,4.24
4923,13182787,Tales from a Not-So-Graceful Ice Princess,Dork Diaries,Rachel Renée Russell,25349.0,991.0,368.0,2012.0,Aladdin,Childrens,1,1407,0,4.34
4924,31145148,The Love Interest,Single,Cale Dietrich,9797.0,2164.0,377.0,2017.0,Feiwel & Friends,Young Adult,1,1394,0,3.21
4927,20901532,I Remember Beirut,Single,Zeina Abirached,1584.0,273.0,96.0,2014.0,Graphic Universe (Tm),Sequential Art,1,909,0,3.55
4928,40651692,Purple Hibiscus,Single,Chimamanda Ngozi Adichie,90713.0,7564.0,322.0,2018.0,['        '],Fiction,1,870,5,4.17
4929,108315,Twilight,Single,William Gay,2521.0,358.0,224.0,2006.0,MacAdam Cage,Horror,1,1438,1,3.95
4930,6967577,Mal de piedras,Single,Milena Agus,2883.0,418.0,114.0,2008.0,Siruela,Fiction,1,958,5,3.55
4931,2054761,The Snowball: Warren Buffett and the Business of Life,Single,Alice Schroeder,47052.0,1406.0,960.0,2008.0,Bantam,Autobiography-Memoir,1,2713,1,4.09
4932,25330279,"Prophets Unarmed: Chinese Trotskyists in Revolution, War, Jail, and the Return from Limbo",Single,Gregor Benton,6.0,1.0,1269.0,2017.0,Historical Materialism,None,1,932,0,4.5
4933,34895950,The Tea Dragon Society,Tea Dragon,Kay O'Neill,26780.0,6282.0,72.0,2017.0,Oni Press,Sequential Art,1,938,2,4.37
4935,43262893,The Wives,Single,Tarryn Fisher,133284.0,16098.0,256.0,2019.0,Graydon House,Thriller,1,982,1,3.63
4936,569376,Rudolf Steiner: An Introduction to His Life and Work,Single,Gary Lachman,246.0,33.0,304.0,2007.0,TarcherPerigee,Autobiography-Memoir,1,2573,0,3.97
4937,54572,A Disorder Peculiar to the Country,Single,Ken Kalfus,1255.0,194.0,256.0,2006.0,Ecco,Fiction,1,858,1,3.04
4938,270949,Standard Operating Procedure,Single,Philip Gourevitch,490.0,77.0,286.0,2008.0,Penguin Press,Nonfiction,1,2795,0,3.91
4939,62515,Devotion,Single,Howard Norman,258.0,42.0,208.0,2007.0,Houghton Mifflin Harcourt,Fiction,1,2169,0,3.4
4940,201111,Unbowed,Single,Wangari Maathai,6707.0,652.0,314.0,2006.0,Alfred A. Knopf,Nonfiction,1,1853,2,3.92
4941,1240767,Searching for Shakespeare,Single,Tarnya Cooper,20.0,3.0,239.0,2006.0,Yale University Press,Art,1,1847,0,4.3
4942,4162673,The Private Patient,Adam Dalgliesh,P.D. James,16631.0,1512.0,416.0,2008.0,Faber,Mystery,1,307,0,3.8
4943,24807,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,Complete World Knowledge,John Hodgman,14379.0,856.0,255.0,2006.0,Penguin Books,Humor,1,761,0,3.77
4945,4954456,"The New Pearl Harbor Revisited: 9/11, the Cover-up & the Expose",Single,David Ray Griffin,140.0,10.0,358.0,2008.0,Olive Branch Press,Nonfiction,1,1023,0,4.27
4946,146064,Jesus Land: A Memoir,Single,Julia Scheeres,18939.0,1633.0,363.0,2006.0,Counterpoint LLC,Autobiography-Memoir,1,1616,1,3.93
4947,39832,His Princess: Love Letters from Your King,Single,Sheri Rose Shepherd,894.0,67.0,192.0,2004.0,Multnomah,Christian,1,1338,0,4.54
4948,186980,Ordinary Heroes,Single,Scott Turow,3561.0,428.0,494.0,2006.0,Warner Books,Fiction,1,1211,0,3.86
4949,9568262,"Clean Up After Me, I'm Irish: A Cheap Degenerate's Guide To Buffalo Bars",Single,Tom Waters,1.0,0.0,100.0,2006.0,Doubt It Publishing,None,0,910,0,5.0
4950,6912056,Bogowie Przeklęci,Elizabediath Monck,Tomasz Bochiński,26.0,3.0,432.0,2009.0,Fabryka Słów,Fantasy,0,1072,0,3.62
4951,8907,The War of the World: Twentieth-Century Conflict and the Descent of the West,Single,Niall Ferguson,2724.0,214.0,808.0,2006.0,"Penguin Press HC, The",History,1,1020,0,4.07
4952,7634827,A Hard Death,Dr. Edward Jenner,Jonathan Hayes,257.0,49.0,480.0,2009.0,Arrow,Mystery,1,1280,1,3.91
4953,3327325,The Summer of Cotton Candy,Sweet Seasons,Debbie Viguié,1230.0,133.0,224.0,2008.0,Zondervan,Fiction,1,1899,0,3.95
4955,3392459,Leading from the Center: Why Moderates Make the Best Presidents,Single,Gil Troy,10.0,2.0,304.0,2008.0,Basic Books,Nonfiction,1,1593,0,3.4
4956,8592946,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Single,Ann Voskamp,52144.0,3766.0,232.0,2011.0,Thomas Nelson,Christian,1,1435,0,4.0
4957,809640,Cry of the Wolf,Avalon: Web of Magic,Rachel Roberts,1613.0,45.0,189.0,2003.0,CDS Books,Fantasy,1,212,0,4.26
4958,8159152,Born of Shadows,The League: Nemesis Rising,Sherrilyn Kenyon,13284.0,625.0,448.0,2011.0,Grand Central Publishing,Romance,1,1531,0,4.38
4959,956592,The Loony: A Novella of Epic Proportions,Single,Christopher WunderLee,12.0,0.0,100.0,2005.0,Lulu.com,None,1,1328,0,4.17
4960,6004667,BoneMan's Daughters,Single,Ted Dekker,13137.0,1119.0,401.0,2009.0,Center Street,Fiction,1,1153,0,3.73
4961,1417341,Forces of Labor: Workers' Movements and Globalization Since 1870,Cambridge Studies in Comparative Politics,Beverly J. Silver,95.0,7.0,260.0,2003.0,Cambridge University Press,Historical,1,1467,0,4.34
4962,1145825,Crusade,Brethren Trilogy,Robyn Young,2296.0,106.0,493.0,2007.0,Dutton Books,Historical,1,237,0,3.97
4963,8458745,Outlive Your Life: You Were Made to Make A Difference,Single,Max Lucado,1938.0,242.0,240.0,2010.0,Thomas Nelson,Christian,1,1518,0,4.17
4966,67864,Stillness Speaks,Single,Eckhart Tolle,17433.0,753.0,144.0,2003.0,Hodder & Stoughton,Spirituality,1,323,0,4.17
4968,558833,Sir Apropos of Nothing,Sir Apropos of Nothing,Peter David,1879.0,152.0,672.0,2002.0,Pocket Books,Fantasy,1,2393,0,3.76
4969,7352840,City of Ghosts,Downside Ghosts,Stacia Kane,9199.0,740.0,408.0,2010.0,Harper Voyager,Fantasy,1,1628,1,4.22
4970,157461,"Kingdom, Grace, Judgment: Paradox, Outrage, and Vindication in the Parables of Jesus",Single,Robert Farrar Capon,374.0,50.0,531.0,2002.0,Eerdmans,Religion,1,933,0,4.44
4971,6978614,Snow Angels,Inspector Kari Vaara,James  Thompson,4101.0,643.0,264.0,2010.0,G. P. Putnam's Sons,Mystery,1,1759,2,3.68
4972,10024937,Iron House,Single,John Hart,17678.0,1888.0,421.0,2011.0,Thomas Dunne Books,Mystery,1,2129,3,4.07
4974,1714427,Ruled Britannia,Single,Harry Turtledove,2087.0,137.0,458.0,2002.0,NAL Hardcover,Science Fiction,1,1173,1,3.7
4975,80678,Horseradish,Single,Lemony Snicket,6564.0,631.0,168.0,2007.0,HarperCollins Publishers,Humor,1,1146,0,4.04
4976,123534,Chang and Eng,Single,Darin Strauss,1928.0,252.0,336.0,2001.0,Plume Books,Historical,1,1491,2,3.3
4977,12456883,Yes Means Yes!: Visions of Female Sexual Power and a World Without Rape,Single,Jaclyn Friedman,5086.0,287.0,256.0,2008.0,Seal Press (CA),Feminism,1,1566,0,4.21
4978,15745371,Chosen at Nightfall,Shadow Falls,C.C. Hunter,30929.0,1704.0,400.0,2013.0,St. Martin's Press,Fantasy,1,1237,0,4.34
4979,15847614,Haunting Obsession,Single,R.J. Sullivan,128.0,35.0,114.0,2012.0,"Seventh Star Press, LLC",Paranormrueal,0,1019,0,3.64
4980,10574690,Anathema,Cloud Prophet Trilogy,Megg Jensen,3475.0,458.0,206.0,2011.0,Createspace,Fantasy,1,775,0,3.61
4981,12937824,Angela's Coven,Single,Bruce Jenvey,28.0,12.0,300.0,2011.0,Museitup Publisghing,None,0,1515,0,4.39
4982,13450407,Infinite Sky,Infinite Sky,C.J. Flood,1592.0,266.0,274.0,2013.0,Simon & Schuster UK,Young Adult,1,836,2,3.6
4983,7433149,I Curse the River of Time,Single,Per Petterson,3586.0,528.0,233.0,2010.0,Graywolf Press,Fiction,1,1657,7,3.43
4985,11541556,Diva,Flappers,Jillian Larkin,1942.0,208.0,320.0,2012.0,Delacorte Books for Young Readers,Historical,1,1627,0,3.86
4986,6419114,Eubank: The Autobiography,Single,Chris Eubank,145.0,3.0,432.0,2003.0,HarperCollins UK,None,1,214,0,3.97
4987,16005363,Moon,New Species,Laurann Dohner,13981.0,674.0,263.0,2013.0,Ellora's Cave,Fantasy,0,1253,0,4.29
4988,15733346,Is It Just Me?,Is It Just Me?,Miranda Hart,17739.0,1827.0,323.0,2012.0,Hodder & Stoughton,Nonfiction,1,1431,0,3.82
4989,149029,At the Same Time: Essays and Speeches,Single,Susan Sontag,778.0,83.0,235.0,2007.0,"Farrar, Straus and Giroux",Writing-Essays,1,1829,0,3.96
4990,17973451,The Invasion,Single,Joseph Sweet,5.0,1.0,350.958041958042,2013.0,Forsaken Press,None,0,237,0,4.0
4991,49312,"iCon: Steve Jobs, the Greatest Second Act in the History of Business",Single,Jeffrey S. Young,9440.0,200.0,359.0,2006.0,John Wiley & Sons,Autobiography-Memoir,1,1455,0,4.02
4992,18342940,Sevenfold,Single,Ilyan Kei Lavanway,10.0,4.0,18.0,2013.0,Ilyan Kei lavanway,None,0,873,0,4.2
4993,12049592,A Hero For WondLa,The Search for WondLa,Tony DiTerlizzi,5045.0,517.0,445.0,2012.0,Simon & Schuster Childrens Books,Fantasy,1,671,0,4.26
4994,250729,The Vanishing Act of Esme Lennox,Single,Maggie O'Farrell,29554.0,4077.0,277.0,2013.0,Headline Review,Fiction,1,1639,0,3.88
4995,6668453,De mooiste dagen zijn het ergst,Single,Anke Scheeren,88.0,14.0,155.0,2009.0,Nieuw Amsterdam,None,1,906,1,3.5
4996,18283330,Democrats or Republicans “Which Party Follows the Example of Jesus Christ?”,Single,Byron Goines,1.0,1.0,350.958041958042,2012.0,Byron Goines,None,0,1518,0,5.0
4997,652987,"Hero, Come Back",Governess Brides,Stephanie Laurens,2183.0,51.0,354.0,2005.0,Avon,Romance,1,1435,0,3.91
4998,6811278,Starlighter,Dragons of Starlight,Bryan Davis,2233.0,208.0,400.0,2010.0,Zondervan,Fantasy,1,1259,0,3.79
4999,13578298,One or Two Things I Learned About Love,Single,Dyan Sheldon,430.0,58.0,204.0,2013.0,Candlewick Press,Romance,1,1402,0,3.17
5000,6328366,The Amateurs,Single,John Niven,1978.0,129.0,376.0,2009.0,Heinemann,Fiction,1,1917,0,4.07
5001,153798,Tricksters,Daughter of the Lioness,Tamora Pierce,4504.0,44.0,590.0,2005.0,SFBC,Fantasy,1,2163,0,4.57
5002,6359831,Up a Tree in the Park at Night with a Hedgehog,Single,P. Robert Smith,293.0,40.0,215.0,2009.0,Vintage,Fiction,1,1036,0,3.11
5003,6559316,Bite Me,A Love Story,Christopher Moore,27748.0,1724.0,309.0,2010.0,HarperCollins William Morrow,Humor,1,1058,1,3.85
5004,5585788,Skinwalker,Jane Yellowrock,Faith Hunter,37419.0,2121.0,320.0,2009.0,Ace Books,Fantasy,1,1024,0,3.91
5005,953260,Disney After Dark,Kingdom Keepers,Ridley Pearson,26458.0,2723.0,326.0,2005.0,Disney Press,Fantasy,1,854,1,3.91
5006,6580510,Brightly Woven,Single,Alexandra Bracken,9017.0,1104.0,357.0,2010.0,Egmont USA,Fantasy,1,1128,1,3.8
5007,8175807,"America by Heart: Reflections on Family, Faith, and Flag",Single,Sarah Palin,1620.0,184.0,304.0,2010.0,Harper,Politics,1,1004,0,3.6
5008,6624282,The Patience Stone,Single,Atiq Rahimi,5055.0,894.0,141.0,2010.0,Other Press (NY),Fiction,1,2429,2,3.67
5009,15798109,Toms River: A Story of Science and Salvation,Single,Dan Fagin,3843.0,525.0,560.0,2013.0,Bantam,Nonfiction,1,1815,2,4.08
5011,17465574,Blue Is the Warmest Color,Single,Julie Maroh,28427.0,2936.0,156.0,2013.0,Arsenal Pulp Press,Sequential Art,1,956,2,3.92
5012,11579476,The Kabbalist,Single,Nathan Erez,8.0,0.0,350.958041958042,2005.0,Pocket Books,None,0,0,0,3.88
5013,15865376,Blueskin the Cat,Single,Daniel Benshana,33.0,16.0,104.0,2012.0,Footsteps Press,Fantasy,1,828,0,3.91
5014,22013040,The Seven Natural Wonders Of The EARTH (My First Travel Books #2),Single,Anna Othitis,184.0,71.0,23.0,2014.0,LionheART Publishing House,Childrens,1,950,0,4.7
5015,6818019,"I Am Nujood, Age 10 and Divorced",Single,Nujood Ali,22995.0,2677.0,188.0,2010.0,Crown Publishing Group / Three Rivers Press,Nonfiction,1,1190,0,3.77
5016,39872,Encyclopedia of an Ordinary Life,Single,Amy Krouse Rosenthal,6021.0,1066.0,240.0,2005.0,Broadway Books,Nonfiction,1,3974,0,3.93
5017,70733,The Valkyries; The Fifth Mountain; Veronika Decides to Die,Single,Paulo Coelho,277.0,7.0,667.0,2003.0,One Spirit,None,1,83,0,3.97
5019,13569700,Between Heidi and Horror: A Brief Memoir of the Somme,Single,Stewart Hennessey,12.0,2.0,350.958041958042,2011.0,Nemesis,None,0,80,0,3.75
5020,87474,A Thousand Days in Tuscany: A Bittersweet Adventure,Italian Memoirs,Marlena de Blasi,6737.0,377.0,368.0,2005.0,Ballantine Books,Travel,1,1545,0,3.86
5021,13408897,Dreams and Vampires,Saga of a World Called Htrae,Dee Krull,40.0,12.0,210.0,2011.0,Xlibris,None,0,784,0,3.93
5023,773038,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,Single,Deepak Chopra,63587.0,1822.0,115.0,1994.0,"Amber-Allen Publ., New World Library",Spirituality,1,1516,0,4.11
5024,17866,Glasshouse,Single,Charles Stross,10703.0,612.0,335.0,2006.0,Ace Books,Science Fiction,1,1334,5,3.88
5025,20980648,Waistcoats & Weaponry,Finishing School,Gail Carriger,18872.0,1930.0,298.0,2014.0,"Little, Brown Books for Young Readers",Science Fiction,1,977,1,4.15
5026,13157635,Scrap Metal,Single,Harper Fox,3518.0,529.0,296.0,2012.0,"Samhain Publishing, Ltd.",Romance,0,1646,0,4.01
5027,8273741,Elvis Has Not Left the Building,Single,J.R. Rain,890.0,94.0,190.0,2010.0,"Smashwords, Inc.",Mystery,0,1355,0,3.92
5028,21398535,LOVE ISN'T FOR COWARDS: Just Let Love Be,Single,Francis Otieno,10.0,4.0,71.0,2014.0,F Otieno,None,0,1675,0,4.3
5029,6506081,Valley of the Shadow,Single,Tom Pawlik,237.0,30.0,417.0,2009.0,Tyndale House Publishers,Christian,1,1102,1,4.14
5030,12160933,Black Site,Delta Force,Dalton Fury,4195.0,195.0,343.0,2012.0,St. Martin's Press,Fiction,1,2028,0,4.15
5031,2230284,The Broken Window,Lincoln Rhyme,Jeffery Deaver,18958.0,1166.0,414.0,2008.0,Simon & Schuster,Mystery,1,1845,1,4.08
5032,7353219,The Four Fingers of Death,Single,Rick Moody,788.0,174.0,725.0,2010.0,"Little, Brown and Company",Fiction,1,1715,0,3.34
5033,22551886,The Sorrow of Angels,Heaven and Hell Trilogy,Jón Kalman Stefánsson,1862.0,238.0,304.0,2015.0,MacLehose Press,Fiction,1,2069,2,4.28
5034,2418888,Skim,Single,Mariko Tamaki,14210.0,1537.0,143.0,2008.0,Groundwood Books,Sequential Art,1,1358,4,3.78
5035,12394246,Pegasus and the New Olympians,Pegasus,Kate O'Hearn,4644.0,194.0,372.0,2012.0,Hachette Children's,Fantasy,1,555,0,4.44
5036,25405623,"Welcome, Reluctant Stranger",Between Two Worlds,E. Journey,47.0,35.0,318.0,2015.0,Sojourner Books,Romance,0,957,0,4.06
5037,18528158,The People in the Photo,Single,Hélène Gestern,1694.0,234.0,270.0,2014.0,Gallic Books,Fiction,1,1370,1,3.83
5038,25573332,GeneStorm: City in the Sky,GeneStorm,Paul Kidd,9.0,2.0,376.0,2015.0,Kitsune Press,None,0,1405,0,4.56
5039,438097,Down the Great Unknown: John Wesley Powell's 1869 Journey of Discovery and Tragedy Through the Grand Canyon,Single,Edward Dolnick,1810.0,206.0,400.0,2002.0,Harper Perennial,History,1,1270,0,4.01
5040,23241868,A Day of Fire: A Novel of Pompeii,Single,Stephanie Dray,1622.0,208.0,315.0,2014.0,"Knight Media, LLC",Historical,0,1405,1,4.18
5041,23378781,Under Different Stars,Kricket,Amy A. Bartol,19115.0,1862.0,296.0,2014.0,47North,Fantasy,0,1434,0,4.19
5042,18190723,The Causal Angel,Jean le Flambeur,Hannu Rajaniemi,4892.0,363.0,292.0,2014.0,Gollancz,Science Fiction,1,1173,0,4.21
5043,25451555,"Saga, Vol. 5",Saga,Brian K. Vaughan,62202.0,4058.0,152.0,2015.0,Image Comics,Sequential Art,1,308,6,4.4
5044,31101,Mr. Maybe,Single,Jane Green,90970.0,969.0,368.0,2002.0,Broadway Books,Womens Fiction-Chick Lit,1,2118,0,3.47
5045,12373142,This Crazy Time: Living Our Environmental Challenge,Single,Tzeporah Berman,43.0,7.0,384.0,2011.0,Knopf Canada,Business,1,2136,0,4.4
5046,23978331,Dixie's Last Stand: Was It Murder or Self-Defense?,Single,John Ferak,258.0,37.0,109.0,2015.0,WildBlue Press,Crime-True Crime,0,861,0,3.72
5047,21480734,Dataclysm: Who We Are (When We Think No One's Looking),Single,Christian Rudder,11292.0,1207.0,304.0,2014.0,Crown,Nonfiction,1,2104,1,3.74
